symbol,session,n_probes,n_miss,max_n,has_min_month_file,has_session_bars,has_regular_bars,prior_close,prior_adv,has_quote_month_file,daily_eligible,first_trade_et,category
HPAI,2025-08-29,12,12,0,0,0,0,3.85,11690.0,0,0,,no_minute_file
HPE,2025-08-29,12,12,0,1,0,0,23.16,349579021.0,1,0,,no_session_bars_has_month_file
HPK,2025-08-29,12,0,209,1,1,1,7.76,4781013.0,1,1,08:44,intra_session_sparse
HPP,2025-08-29,12,0,374,1,1,1,19.74,17820236.0,1,1,09:30,intra_session_sparse
HPQ,2025-08-29,12,12,0,0,0,0,28.35,224322200.0,0,0,,no_minute_file
HQ,2025-08-29,12,12,0,0,0,0,,,0,0,,no_daily_history
HQH,2025-08-29,12,2,172,1,1,1,16.38,3413261.0,1,1,09:30,intra_session_sparse
HQL,2025-08-29,12,0,85,1,1,1,13.91,1355206.0,1,0,09:30,intra_session_sparse
HRL,2025-08-29,12,12,0,0,0,0,25.22,112254111.0,0,0,,no_minute_file
HRTX,2025-08-29,12,0,322,1,1,1,1.39,3544163.0,1,1,07:06,intra_session_sparse
HRZN,2025-08-29,12,0,273,1,1,1,6.88,4866102.0,1,1,07:00,intra_session_sparse
HSDT,2025-08-29,12,2,19,1,1,1,6.215,245472.0,1,0,09:48,intra_session_sparse
HSHP,2025-08-29,12,2,63,1,1,1,7.64,760128.0,1,0,04:12,intra_session_sparse
HST,2025-08-29,12,0,374,1,1,1,17.29,162546093.0,1,1,09:11,intra_session_sparse
HSTM,2025-08-29,12,12,0,0,0,0,28.08,5527502.0,0,0,,no_minute_file
HTCO,2025-08-29,12,2,94,1,1,1,11.26,522917.0,1,0,08:00,intra_session_sparse
HTCR,2025-08-29,12,12,0,0,0,0,25.0,2368393.0,0,0,,no_minute_file
HTGC,2025-08-29,12,0,289,1,1,1,19.43,20952627.0,1,1,07:04,intra_session_sparse
HTLD,2025-08-29,12,0,211,1,1,1,8.58,5780083.0,1,1,09:30,intra_session_sparse
HTLM,2025-08-29,12,12,0,0,0,0,3.8,23339.0,0,0,,no_minute_file
HTOO,2025-08-29,12,0,23,1,1,1,4.056,285682.0,1,0,07:32,intra_session_sparse
HTT,2025-08-29,12,0,166,1,1,1,4.58,2962548.0,1,1,09:30,intra_session_sparse
HTZ,2025-08-29,12,0,373,1,1,1,5.73,51644739.0,1,1,05:43,intra_session_sparse
HUBC,2025-08-29,12,12,0,0,0,0,1695.0,961822.0,0,0,,no_minute_file
HUMA,2025-08-29,12,0,369,1,1,1,1.58,11356774.0,1,1,04:00,intra_session_sparse
HUN,2025-08-29,12,0,373,1,1,1,10.89,47537820.0,1,1,09:30,intra_session_sparse
HURA,2025-08-29,12,2,149,1,1,1,2.81,2427053.0,1,1,07:00,intra_session_sparse
HUYA,2025-08-29,12,0,361,1,1,1,3.4,3988180.0,1,1,08:00,intra_session_sparse
HVII,2025-08-29,12,8,1,1,1,1,10.175,271193.0,1,0,14:15,intra_session_sparse
HVT,2025-08-29,12,12,0,0,0,0,22.52,2189222.0,0,0,,no_minute_file
HWH,2025-08-29,12,12,0,1,0,0,1.445,170384.0,1,0,,no_session_bars_has_month_file
HXHX,2025-08-29,12,12,0,0,0,0,0.971,143626.0,0,0,,no_minute_file
HYFT,2025-08-29,12,0,250,1,1,1,2.49,4246167.0,1,1,05:43,intra_session_sparse
HYLN,2025-08-29,12,0,245,1,1,1,1.72,1737132.0,1,0,07:28,intra_session_sparse
HYMC,2025-08-29,12,0,302,1,1,1,4.24,2214149.0,1,1,08:00,intra_session_sparse
HYNE,2025-08-29,12,12,0,0,0,0,,,0,0,,no_daily_history
HYPD,2025-08-29,12,0,176,1,1,1,6.63,3563139.0,1,1,05:14,intra_session_sparse
IAG,2025-08-29,12,0,376,1,1,1,8.95,98982372.0,1,1,04:59,intra_session_sparse
IART,2025-08-29,12,2,296,1,1,1,14.84,20105107.0,1,1,09:30,intra_session_sparse
IAUX,2025-08-29,12,12,0,0,0,0,0.768,3207958.0,0,0,,no_minute_file
IBG,2025-08-29,12,2,48,1,1,1,14.56,277843.0,1,0,06:33,intra_session_sparse
IBIO,2025-08-29,12,12,0,0,0,0,0.825,1657605.0,0,0,,no_minute_file
IBRX,2025-08-29,12,0,374,1,1,1,2.33,22301716.0,1,1,04:33,intra_session_sparse
IBTA,2025-08-29,12,12,0,0,0,0,25.47,24063643.0,0,0,,no_minute_file
ICHR,2025-08-29,12,0,299,1,1,1,17.58,22283460.0,1,1,05:16,intra_session_sparse
ICL,2025-08-29,12,0,268,1,1,1,6.54,4692112.0,1,1,09:30,intra_session_sparse
ICON,2025-08-29,12,12,0,1,0,0,10.45,99536.0,1,0,,no_session_bars_has_month_file
ICU,2025-08-29,12,0,237,1,1,1,8.46,1202903.0,1,0,04:23,intra_session_sparse
IDAI,2025-08-29,12,12,0,0,0,0,2.905,74880.0,0,0,,no_minute_file
IDN,2025-08-29,12,0,93,1,1,1,5.41,952791.0,1,0,09:30,intra_session_sparse
IE,2025-08-29,12,0,281,1,1,1,8.89,8606420.0,1,1,08:00,intra_session_sparse
IEAG,2025-08-29,12,12,0,0,0,0,,,0,0,,no_daily_history
IEP,2025-08-29,12,0,222,1,1,1,8.62,7497344.0,1,1,07:00,intra_session_sparse
IFRX,2025-08-29,12,0,326,1,1,1,1.17,356218.0,1,0,05:20,intra_session_sparse
IHRT,2025-08-29,12,0,231,1,1,1,2.21,2260123.0,1,1,08:00,intra_session_sparse
IHS,2025-08-29,12,1,206,1,1,1,7.26,4523930.0,1,1,08:39,intra_session_sparse
III,2025-08-29,12,2,153,1,1,1,5.12,1282809.0,1,0,08:00,intra_session_sparse
IIIV,2025-08-29,12,12,0,0,0,0,31.38,8288925.0,0,0,,no_minute_file
IKT,2025-08-29,12,12,0,1,0,0,1.84,173748.0,1,0,,no_session_bars_has_month_file
ILLR,2025-08-29,12,12,0,0,0,0,0.476,750484.0,0,0,,no_minute_file
IMA,2025-08-29,12,12,0,1,0,0,13.46,169510.0,1,0,,no_session_bars_has_month_file
IMCC,2025-08-29,12,12,0,1,0,0,2.44,109132.0,1,0,,no_session_bars_has_month_file
IMDX,2025-08-29,12,12,0,0,0,0,2.51,74848.0,0,0,,no_minute_file
IMMR,2025-08-29,12,0,196,1,1,1,7.01,2603712.0,1,1,09:30,intra_session_sparse
IMMX,2025-08-29,12,0,159,1,1,1,2.29,647352.0,1,0,08:00,intra_session_sparse
IMNM,2025-08-29,12,0,273,1,1,1,9.9,6534929.0,1,1,09:30,intra_session_sparse
IMPP,2025-08-29,12,1,146,1,1,1,3.33,410708.0,1,0,08:00,intra_session_sparse
IMRX,2025-08-29,12,0,182,1,1,1,5.6,4002711.0,1,1,04:25,intra_session_sparse
IMSR,2025-08-29,12,0,121,1,1,1,11.77,7797882.0,1,1,08:00,intra_session_sparse
IMTE,2025-08-29,12,12,0,0,0,0,0.88,12849.0,0,0,,no_minute_file
IMTX,2025-08-29,12,0,291,1,1,1,5.28,3731456.0,1,1,09:30,intra_session_sparse
IMUX,2025-08-29,12,2,269,1,1,1,8.7,988990.0,1,0,07:00,intra_session_sparse
IMVT,2025-08-29,12,0,307,1,1,1,14.82,17693036.0,1,1,08:54,intra_session_sparse
IMXI,2025-08-29,12,0,205,1,1,1,14.5,18645304.0,1,1,09:30,intra_session_sparse
INBS,2025-08-29,12,12,0,1,0,0,16.5,193922.0,1,0,,no_session_bars_has_month_file
INDI,2025-08-29,12,0,357,1,1,1,4.72,17171792.0,1,1,05:23,intra_session_sparse
INDO,2025-08-29,12,1,185,1,1,1,2.92,1275048.0,1,0,04:01,intra_session_sparse
INDP,2025-08-29,12,12,0,1,0,0,6.39,50705.0,1,0,,no_session_bars_has_month_file
INFQ,2025-08-29,12,2,7,1,1,1,10.1,613393.0,1,0,10:15,intra_session_sparse
INFU,2025-08-29,12,0,190,1,1,1,10.73,3187599.0,1,1,04:00,intra_session_sparse
INGM,2025-08-29,12,1,129,1,1,1,19.67,7349159.0,1,1,09:30,intra_session_sparse
INGN,2025-08-29,12,0,203,1,1,1,7.96,1903368.0,1,0,05:01,intra_session_sparse
INHD,2025-08-29,12,12,0,0,0,0,2404.8,67176198.0,0,0,,no_minute_file
INKT,2025-08-29,12,2,48,1,1,1,14.82,1797023.0,1,0,08:00,intra_session_sparse
INLF,2025-08-29,12,2,41,1,1,1,19.04,206815.0,1,0,04:18,intra_session_sparse
INMB,2025-08-29,12,2,274,1,1,1,2.09,5414932.0,1,1,04:01,intra_session_sparse
INMD,2025-08-29,12,2,306,1,1,1,14.92,16021632.0,1,1,04:22,intra_session_sparse
INN,2025-08-29,12,0,226,1,1,1,5.44,4737603.0,1,1,09:30,intra_session_sparse
INNV,2025-08-29,12,12,0,0,0,0,3.83,69750.0,0,0,,no_minute_file
INO,2025-08-29,12,0,322,1,1,1,2.46,4386757.0,1,1,04:00,intra_session_sparse
INR,2025-08-29,12,1,152,1,1,1,14.8,4552590.0,1,1,08:32,intra_session_sparse
INSG,2025-08-29,12,0,154,1,1,1,12.28,3402100.0,1,1,09:30,intra_session_sparse
INTA,2025-08-29,12,12,0,0,0,0,46.42,60287062.0,0,0,,no_minute_file
INTR,2025-08-29,12,0,331,1,1,1,8.61,24648084.0,1,1,08:01,intra_session_sparse
INTS,2025-08-29,12,0,234,1,1,1,7.275,1321730.0,1,0,04:00,intra_session_sparse
INTT,2025-08-29,12,0,51,1,1,1,7.18,289056.0,1,0,09:30,intra_session_sparse
INV,2025-08-29,12,2,78,1,1,1,4.83,2272616.0,1,1,09:30,intra_session_sparse
INVA,2025-08-29,12,12,0,1,0,0,20.03,16080620.0,1,0,,no_session_bars_has_month_file
INVX,2025-08-29,12,2,133,1,1,1,17.23,5847716.0,1,1,09:30,intra_session_sparse
INVZ,2025-08-29,12,0,370,1,1,1,1.71,11769096.0,1,1,04:01,intra_session_sparse
IOTR,2025-08-29,12,12,0,1,0,0,4.415,87268.0,1,0,,no_session_bars_has_month_file
IOVA,2025-08-29,12,0,375,1,1,1,2.23,37717885.0,1,1,04:13,intra_session_sparse
IPCX,2025-08-29,12,1,21,1,1,1,10.11,2347459.0,1,1,09:46,intra_session_sparse
IPDN,2025-08-29,12,0,372,1,1,1,1.93,4011720.0,1,1,09:00,intra_session_sparse
IPM,2025-08-29,12,12,0,0,0,0,1.95,102065.0,0,0,,no_minute_file
IPSC,2025-08-29,12,12,0,0,0,0,0.5,378839.0,0,0,,no_minute_file
IPST,2025-08-29,12,12,0,0,0,0,180.44,1696161.0,0,0,,no_minute_file
IPW,2025-08-29,12,12,0,0,0,0,118.03,62018.0,0,0,,no_minute_file
IPWR,2025-08-29,12,2,22,1,1,1,5.51,554998.0,1,0,09:30,intra_session_sparse
IRD,2025-08-29,12,0,73,1,1,1,1.19,218673.0,1,0,09:25,intra_session_sparse
IRDM,2025-08-29,12,12,0,0,0,0,24.61,36773708.0,0,0,,no_minute_file
IRWD,2025-08-29,12,0,175,1,1,1,1.32,1519466.0,1,0,08:29,intra_session_sparse
ISPC,2025-08-29,12,12,0,0,0,0,28.8,1246868.0,0,0,,no_minute_file
ISSC,2025-08-29,12,1,316,1,1,1,13.42,14803677.0,1,1,07:00,intra_session_sparse
ITHA,2025-08-29,12,12,0,0,0,0,,,0,0,,no_daily_history
ITOC,2025-08-29,12,0,102,1,1,1,12.01,2186888.0,1,1,04:12,intra_session_sparse
ITRG,2025-08-29,12,0,335,1,1,1,2.16,2694386.0,1,1,07:02,intra_session_sparse
IVA,2025-08-29,12,1,140,1,1,1,6.35,229629.0,1,0,04:00,intra_session_sparse
IVDA,2025-08-29,12,2,36,1,1,1,1.62,338865.0,1,0,05:23,intra_session_sparse
IVF,2025-08-29,12,12,0,0,0,0,38.06,1564750.0,0,0,,no_minute_file
IVVD,2025-08-29,12,12,0,1,0,0,0.99,12305108.0,1,0,,no_session_bars_has_month_file
IXHL,2025-08-29,12,0,376,1,1,1,18.54,82041058.0,1,1,04:00,intra_session_sparse
JACK,2025-08-29,12,1,265,1,1,1,18.74,21606154.0,1,1,08:00,intra_session_sparse
JAGU,2025-08-29,12,12,0,0,0,0,,,0,0,,no_daily_history
JAKK,2025-08-29,12,1,68,1,1,1,18.12,2017628.0,1,1,09:30,intra_session_sparse
JANX,2025-08-29,12,12,0,0,0,0,23.05,19691918.0,0,0,,no_minute_file
JATT,2025-08-29,12,12,0,0,0,0,,,0,0,,no_daily_history
JBGS,2025-08-29,12,12,0,1,0,0,21.19,23435259.0,1,0,,no_session_bars_has_month_file
JBI,2025-08-29,12,0,242,1,1,1,10.41,13285097.0,1,1,09:30,intra_session_sparse
JBIO,2025-08-29,12,2,54,1,1,1,8.08,816361.0,1,0,09:30,intra_session_sparse
JBLU,2025-08-29,12,0,374,1,1,1,5.23,82251107.0,1,1,05:02,intra_session_sparse
JBS,2025-08-29,12,0,374,1,1,1,16.33,86437354.0,1,1,06:11,intra_session_sparse
JCAP,2025-08-29,12,2,108,1,1,1,19.49,3356261.0,1,1,09:20,intra_session_sparse
JDZG,2025-08-29,12,12,0,0,0,0,442.5,244958.0,0,0,,no_minute_file
JELD,2025-08-29,12,0,343,1,1,1,6.05,11034210.0,1,1,08:00,intra_session_sparse
JEM,2025-08-29,12,12,0,0,0,0,44.0,2558824.0,0,0,,no_minute_file
JENA,2025-08-29,12,12,0,1,0,0,10.14,989339.0,1,0,,no_session_bars_has_month_file
JFB,2025-08-29,12,5,37,1,1,1,3.47,392992.0,1,0,08:53,intra_session_sparse
JHX,2025-08-29,12,12,0,1,0,0,20.59,245507341.0,1,0,,no_session_bars_has_month_file
JILL,2025-08-29,12,0,74,1,1,1,17.06,1461651.0,1,0,09:30,intra_session_sparse
JLHL,2025-08-29,12,12,0,1,0,0,4.15,123177.0,1,0,,no_session_bars_has_month_file
JMG,2025-08-29,12,12,0,0,0,0,,,0,0,,no_daily_history
JMIA,2025-08-29,12,0,369,1,1,1,9.13,41977243.0,1,1,06:32,intra_session_sparse
JOBY,2025-08-29,12,0,376,1,1,1,14.27,550578980.0,1,1,04:00,intra_session_sparse
JRVR,2025-08-29,12,2,217,1,1,1,5.62,1771980.0,1,0,09:30,intra_session_sparse
JSPR,2025-08-29,12,2,78,1,1,1,2.84,638678.0,1,0,09:30,intra_session_sparse
JTAI,2025-08-29,12,12,0,0,0,0,662.0,182550.0,0,0,,no_minute_file
JXG,2025-08-29,12,12,0,1,0,0,15.27,127972.0,1,0,,no_session_bars_has_month_file
JZXN,2025-08-29,12,12,0,0,0,0,34.3,233265.0,0,0,,no_minute_file
KALA,2025-08-29,12,12,0,0,0,0,529.5,1054492.0,0,0,,no_minute_file
KALV,2025-08-29,12,2,243,1,1,1,13.51,8521097.0,1,1,09:30,intra_session_sparse
KAPA,2025-08-29,12,1,208,1,1,1,1.26,767772.0,1,0,04:01,intra_session_sparse
KBDC,2025-08-29,12,0,118,1,1,1,15.03,2070966.0,1,1,08:54,intra_session_sparse
KBON,2025-08-29,12,12,0,0,0,0,,,0,0,,no_daily_history
KD,2025-08-29,12,12,0,0,0,0,31.51,117043130.0,0,0,,no_minute_file
KDK,2025-08-29,12,0,91,1,1,1,11.37,1845112.0,1,0,04:06,intra_session_sparse
KEEL,2025-08-29,12,0,375,1,1,1,1.32,33596330.0,1,1,04:00,intra_session_sparse
KELYA,2025-08-29,12,1,142,1,1,1,14.1,4832750.0,1,1,09:30,intra_session_sparse
KELYB,2025-08-29,12,12,0,0,0,0,14.6,9310.0,0,0,,no_minute_file
KEP,2025-08-29,12,0,161,1,1,1,13.49,8164204.0,1,1,04:26,intra_session_sparse
KEY,2025-08-29,12,0,376,1,1,1,19.35,492777515.0,1,1,07:35,intra_session_sparse
KIDS,2025-08-29,12,12,0,1,0,0,21.44,3585534.0,1,0,,no_session_bars_has_month_file
KIDZ,2025-08-29,12,12,0,0,0,0,65.0,648150.0,0,0,,no_minute_file
KIM,2025-08-29,12,12,0,0,0,0,22.4,84059788.0,0,0,,no_minute_file
KINS,2025-08-29,12,1,115,1,1,1,13.68,3748721.0,1,1,08:14,intra_session_sparse
KITT,2025-08-29,12,12,0,0,0,0,66.38,1867841.0,0,0,,no_minute_file
KLAR,2025-08-29,12,12,0,0,0,0,,,0,0,,no_daily_history
KLC,2025-08-29,12,2,234,1,1,1,7.14,10084625.0,1,1,09:18,intra_session_sparse
KLRA,2025-08-29,12,12,0,0,0,0,,,0,0,,no_daily_history
KLRS,2025-08-29,12,2,93,1,1,1,3.56,235560.0,1,0,04:32,intra_session_sparse
KLTR,2025-08-29,12,0,188,1,1,1,1.61,442294.0,1,0,08:00,intra_session_sparse
KMTS,2025-08-29,12,0,149,1,1,1,17.71,3247482.0,1,1,09:30,intra_session_sparse
KNRX,2025-08-29,12,12,0,0,0,0,,,0,0,,no_daily_history
KOD,2025-08-29,12,2,221,1,1,1,8.97,5934197.0,1,1,09:25,intra_session_sparse
KODK,2025-08-29,12,0,284,1,1,1,5.79,12174249.0,1,1,07:00,intra_session_sparse
KOPN,2025-08-29,12,0,356,1,1,1,2.18,5489990.0,1,1,04:43,intra_session_sparse
KORE,2025-08-29,12,12,0,0,0,0,2.5,24526.0,0,0,,no_minute_file
KOS,2025-08-29,12,0,373,1,1,1,1.83,17997485.0,1,1,07:17,intra_session_sparse
KOYN,2025-08-29,12,12,0,0,0,0,,,0,0,,no_daily_history
KPLT,2025-08-29,12,2,60,1,1,1,13.64,436368.0,1,0,09:30,intra_session_sparse
KPRX,2025-08-29,12,2,9,1,1,1,2.78,218837.0,1,0,09:30,intra_session_sparse
KPTI,2025-08-29,12,2,118,1,1,1,7.68,1190982.0,1,0,09:30,intra_session_sparse
KRNT,2025-08-29,12,0,199,1,1,1,15.14,6404112.0,1,1,09:30,intra_session_sparse
KRNY,2025-08-29,12,1,214,1,1,1,6.58,2358152.0,1,1,09:28,intra_session_sparse
KRO,2025-08-29,12,1,231,1,1,1,6.18,2820537.0,1,1,05:02,intra_session_sparse
KROS,2025-08-29,12,0,156,1,1,1,15.25,7011733.0,1,1,08:00,intra_session_sparse
KRRO,2025-08-29,12,12,0,1,0,0,23.67,2519992.0,1,0,,no_session_bars_has_month_file
KSCP,2025-08-29,12,2,175,1,1,1,5.92,2489303.0,1,1,04:03,intra_session_sparse
KSS,2025-08-29,12,0,374,1,1,1,15.37,129112607.0,1,1,05:30,intra_session_sparse
KT,2025-08-29,12,12,0,0,0,0,20.43,30800474.0,0,0,,no_minute_file
KTTA,2025-08-29,12,12,0,0,0,0,0.841,92449.0,0,0,,no_minute_file
KTWO,2025-08-29,12,12,0,0,0,0,,,0,0,,no_daily_history
KULR,2025-08-29,12,0,329,1,1,1,4.86,10250532.0,1,1,04:00,intra_session_sparse
KURA,2025-08-29,12,0,338,1,1,1,8.07,13425807.0,1,1,04:00,intra_session_sparse
KUST,2025-08-29,12,12,0,0,0,0,28.58,185078.0,0,0,,no_minute_file
KVUE,2025-08-29,12,12,0,0,0,0,20.54,370615617.0,0,0,,no_minute_file
KVYO,2025-08-29,12,12,0,0,0,0,32.51,86505364.0,0,0,,no_minute_file
KW,2025-08-29,12,2,285,1,1,1,8.79,6689512.0,1,1,09:30,intra_session_sparse
KXIN,2025-08-29,12,12,0,0,0,0,310.5,171419.0,0,0,,no_minute_file
KYIV,2025-08-29,12,0,264,1,1,1,12.74,24717499.0,1,1,07:03,intra_session_sparse
KYTX,2025-08-29,12,0,177,1,1,1,3.7,960000.0,1,0,08:21,intra_session_sparse
LAB,2025-08-29,12,0,227,1,1,1,1.29,1547982.0,1,0,09:30,intra_session_sparse
LABT,2025-08-29,12,12,0,0,0,0,,,0,0,,no_daily_history
LAC,2025-08-29,12,0,350,1,1,1,2.97,21428789.0,1,1,04:16,intra_session_sparse
LADR,2025-08-29,12,0,275,1,1,1,11.53,6092450.0,1,1,09:30,intra_session_sparse
LAES,2025-08-29,12,0,363,1,1,1,2.79,14865951.0,1,1,04:00,intra_session_sparse
LAKE,2025-08-29,12,0,119,1,1,1,15.47,1213667.0,1,0,09:30,intra_session_sparse
LAND,2025-08-29,12,0,196,1,1,1,9.2,3916875.0,1,1,08:16,intra_session_sparse
LAR,2025-08-29,12,0,332,1,1,1,3.43,6122994.0,1,1,08:38,intra_session_sparse
LASE,2025-08-29,12,0,227,1,1,1,4.6,31667441.0,1,1,04:06,intra_session_sparse
LAW,2025-08-29,12,1,112,1,1,1,5.17,715170.0,1,0,08:41,intra_session_sparse
LAWR,2025-08-29,12,2,39,1,1,1,2.04,665161.0,1,0,05:15,intra_session_sparse
LBGJ,2025-08-29,12,12,0,0,0,0,121.0,17770.0,0,0,,no_minute_file
LBRT,2025-08-29,12,0,376,1,1,1,11.32,30146264.0,1,1,09:12,intra_session_sparse
LBRX,2025-08-29,12,12,0,0,0,0,,,0,0,,no_daily_history
LBTYA,2025-08-29,12,0,304,1,1,1,11.73,23392212.0,1,1,09:30,intra_session_sparse
LBTYB,2025-08-29,12,12,0,0,0,0,11.7,10033.0,0,0,,no_minute_file
LBTYK,2025-08-29,12,0,221,1,1,1,11.92,12950255.0,1,1,07:35,intra_session_sparse
LC,2025-08-29,12,0,348,1,1,1,17.25,27438721.0,1,1,05:30,intra_session_sparse
LCFY,2025-08-29,12,12,0,1,0,0,4.115,91563.0,1,0,,no_session_bars_has_month_file
LCID,2025-08-29,12,0,376,1,1,1,20.7,174549509.0,1,0,04:00,intra_session_sparse
LCTX,2025-08-29,12,0,250,1,1,1,1.21,1744420.0,1,0,07:36,intra_session_sparse
LCUT,2025-08-29,12,12,0,0,0,0,3.86,119910.0,0,0,,no_minute_file
LDI,2025-08-29,12,0,278,1,1,1,2.04,4316546.0,1,1,08:00,intra_session_sparse
LE,2025-08-29,12,0,181,1,1,1,14.56,5154582.0,1,1,05:01,intra_session_sparse
LEG,2025-08-29,12,0,331,1,1,1,9.73,16466136.0,1,1,09:07,intra_session_sparse
LEGH,2025-08-29,12,12,0,0,0,0,27.96,1807771.0,0,0,,no_minute_file
LENZ,2025-08-29,12,12,0,0,0,0,38.2,28794313.0,0,0,,no_minute_file
LEO,2025-08-29,12,2,56,1,1,1,5.89,870444.0,1,0,09:30,intra_session_sparse
LESL,2025-08-29,12,2,244,1,1,1,6.914,972577.0,1,0,08:08,intra_session_sparse
LEVI,2025-08-29,12,12,0,1,0,0,22.26,41327054.0,1,0,,no_session_bars_has_month_file
LFCR,2025-08-29,12,2,70,1,1,1,7.62,840437.0,1,0,09:07,intra_session_sparse
LFMD,2025-08-29,12,0,340,1,1,1,6.46,21267477.0,1,1,04:02,intra_session_sparse
LFST,2025-08-29,12,1,347,1,1,1,5.48,15749499.0,1,1,09:30,intra_session_sparse
LFVN,2025-08-29,12,2,89,1,1,1,13.1,1175138.0,1,0,09:30,intra_session_sparse
LGCL,2025-08-29,12,2,20,1,1,1,20.6,405480.0,1,0,09:51,intra_session_sparse
LGO,2025-08-29,12,12,0,1,0,0,1.56,195221.0,1,0,,no_session_bars_has_month_file
LGVN,2025-08-29,12,12,0,1,0,0,0.83,1634820.0,1,0,,no_session_bars_has_month_file
LHAI,2025-08-29,12,0,223,1,1,1,8.05,3782893.0,1,1,07:00,intra_session_sparse
LIDR,2025-08-29,12,0,355,1,1,1,2.93,24737782.0,1,1,04:00,intra_session_sparse
LIFE,2025-08-29,12,12,0,0,0,0,1.9,963346.0,0,0,,no_minute_file
LILA,2025-08-29,12,1,229,1,1,1,8.07,4115436.0,1,1,09:30,intra_session_sparse
LILAK,2025-08-29,12,1,311,1,1,1,8.28,15206392.0,1,1,09:30,intra_session_sparse
LIMN,2025-08-29,12,0,165,1,1,1,2.76,8042842.0,1,1,04:02,intra_session_sparse
LINC,2025-08-29,12,1,225,1,1,1,19.11,10804261.0,1,1,09:30,intra_session_sparse
LIND,2025-08-29,12,1,191,1,1,1,14.83,6255769.0,1,1,09:28,intra_session_sparse
LINK,2025-08-29,12,1,167,1,1,1,5.607,398465.0,1,0,09:30,intra_session_sparse
LION,2025-08-29,12,0,336,1,1,1,6.37,14295095.0,1,1,07:00,intra_session_sparse
LITS,2025-08-29,12,0,200,1,1,1,5.2,2469970.0,1,1,06:36,intra_session_sparse
LKSP,2025-08-29,12,12,0,0,0,0,,,0,0,,no_daily_history
LMFA,2025-08-29,12,0,97,1,1,1,1.3,860268.0,1,0,08:11,intra_session_sparse
LMRI,2025-08-29,12,12,0,0,0,0,,,0,0,,no_daily_history
LNAI,2025-08-29,12,0,123,1,1,1,20.28,201235.0,1,0,04:15,intra_session_sparse
LNKS,2025-08-29,12,12,0,0,0,0,133.78,70343.0,0,0,,no_minute_file
LOCL,2025-08-29,12,12,0,0,0,0,2.46,34799.0,0,0,,no_minute_file
LOCO,2025-08-29,12,1,111,1,1,1,10.74,1963616.0,1,0,08:00,intra_session_sparse
LODE,2025-08-29,12,0,285,1,1,1,2.36,2443930.0,1,1,07:38,intra_session_sparse
LOKV,2025-08-29,12,3,10,1,1,1,10.16,1323224.0,1,0,08:34,intra_session_sparse
LONA,2025-08-29,12,12,0,0,0,0,3.955,44518.0,0,0,,no_minute_file
LOVE,2025-08-29,12,0,176,1,1,1,18.97,5339711.0,1,1,09:30,intra_session_sparse
LPCN,2025-08-29,12,12,0,0,0,0,2.98,64045.0,0,0,,no_minute_file
LPCV,2025-08-29,12,12,0,0,0,0,,,0,0,,no_daily_history
LPL,2025-08-29,12,1,238,1,1,1,4.44,2676393.0,1,1,07:40,intra_session_sparse
LPSN,2025-08-29,12,1,249,1,1,1,14.16,9850155.0,1,1,04:58,intra_session_sparse
LPTH,2025-08-29,12,0,293,1,1,1,5.44,3540384.0,1,1,04:06,intra_session_sparse
LRHC,2025-08-29,12,12,0,0,0,0,583.17,271242.0,0,0,,no_minute_file
LRMR,2025-08-29,12,0,294,1,1,1,3.91,6399979.0,1,1,04:29,intra_session_sparse
LSPD,2025-08-29,12,0,178,1,1,1,12.42,5932749.0,1,1,07:59,intra_session_sparse
LTBR,2025-08-29,12,0,293,1,1,1,15.54,22745409.0,1,1,05:06,intra_session_sparse
LTRN,2025-08-29,12,2,96,1,1,1,4.06,648475.0,1,0,09:07,intra_session_sparse
LTRX,2025-08-29,12,0,340,1,1,1,4.65,2012675.0,1,1,04:30,intra_session_sparse
LUCD,2025-08-29,12,2,198,1,1,1,1.2,801624.0,1,0,07:59,intra_session_sparse
LUCK,2025-08-29,12,0,199,1,1,1,10.51,1424567.0,1,0,04:01,intra_session_sparse
LUCY,2025-08-29,12,1,48,1,1,1,1.94,215046.0,1,0,09:30,intra_session_sparse
LUMN,2025-08-29,12,0,376,1,1,1,5.02,61329366.0,1,1,04:00,intra_session_sparse
LUNG,2025-08-29,12,0,183,1,1,1,1.76,1508873.0,1,0,09:30,intra_session_sparse
LUNR,2025-08-29,12,0,375,1,1,1,8.9,80459896.0,1,1,04:00,intra_session_sparse
LVLU,2025-08-29,12,2,31,1,1,1,4.18,249576.0,1,0,07:54,intra_session_sparse
LWLG,2025-08-29,12,0,335,1,1,1,3.71,6255718.0,1,1,07:25,intra_session_sparse
LXEO,2025-08-29,12,1,174,1,1,1,4.76,1445987.0,1,0,09:30,intra_session_sparse
LXFR,2025-08-29,12,2,115,1,1,1,13.7,1715997.0,1,0,09:30,intra_session_sparse
LXRX,2025-08-29,12,0,303,1,1,1,1.15,2589800.0,1,1,04:25,intra_session_sparse
LXU,2025-08-29,12,0,168,1,1,1,8.42,3183413.0,1,1,09:30,intra_session_sparse
LYEL,2025-08-29,12,2,19,1,1,1,11.1,321910.0,1,0,09:30,intra_session_sparse
LYFT,2025-08-29,12,0,376,1,1,1,16.135,327767282.0,1,1,04:00,intra_session_sparse
LYG,2025-08-29,12,0,376,1,1,1,4.47,40111115.0,1,1,04:00,intra_session_sparse
